invoice_no,product_id,quantity,unit_price,customer_id,country
540365,20679,3,5.95,12413.0,France
540365,85014A,3,5.95,12413.0,France
540365,20750,6,7.95,12413.0,France
540365,22504,1,29.95,12413.0,France
540365,POST,3,18.0,12413.0,France
540371,22776,2,9.95,14312.0,United Kingdom
540371,72760B,2,9.95,14312.0,United Kingdom
540371,22782,1,24.95,14312.0,United Kingdom
540371,82484,3,6.45,14312.0,United Kingdom
540371,22770,1,14.95,14312.0,United Kingdom
540371,22170,4,6.75,14312.0,United Kingdom
540371,22796,2,9.95,14312.0,United Kingdom
540371,85066,2,12.75,14312.0,United Kingdom
540372,22423,16,10.95,13081.0,United Kingdom
540372,22624,2,8.5,13081.0,United Kingdom
540372,22625,2,8.5,13081.0,United Kingdom
540372,22626,2,8.5,13081.0,United Kingdom
540372,22627,2,8.5,13081.0,United Kingdom
540372,22776,3,9.95,13081.0,United Kingdom
540372,22183,3,6.75,13081.0,United Kingdom
540372,37500,2,9.95,13081.0,United Kingdom
540372,21528,2,6.95,13081.0,United Kingdom
540372,37501,3,6.95,13081.0,United Kingdom
540372,22501,2,9.95,13081.0,United Kingdom
540372,22502,4,5.95,13081.0,United Kingdom
540372,20679,3,5.95,13081.0,United Kingdom
540372,85014B,6,5.95,13081.0,United Kingdom
540372,22061,2,9.95,13081.0,United Kingdom
540372,22184,2,8.5,13081.0,United Kingdom
540372,22060,2,9.95,13081.0,United Kingdom
540373,22624,1,8.5,13280.0,United Kingdom
540373,22627,1,8.5,13280.0,United Kingdom
540373,21843,2,10.95,13280.0,United Kingdom
540373,21217,1,9.95,13280.0,United Kingdom
540383,22499,9,5.95,16422.0,United Kingdom
540387,22499,3,5.95,16306.0,United Kingdom
540395,22846,1,16.95,14702.0,United Kingdom
540395,22847,1,16.95,14702.0,United Kingdom
540395,22844,2,8.5,14702.0,United Kingdom
540395,22845,2,6.35,14702.0,United Kingdom
540395,22840,2,7.95,14702.0,United Kingdom
540395,22841,2,7.95,14702.0,United Kingdom
540395,22795,2,6.75,14702.0,United Kingdom
540395,22428,2,6.95,14702.0,United Kingdom
540396,22423,16,10.95,14031.0,United Kingdom
540396,48138,20,6.75,14031.0,United Kingdom
540396,22365,10,6.75,14031.0,United Kingdom
540396,15056N,6,5.95,14031.0,United Kingdom
540396,15056BL,12,5.95,14031.0,United Kingdom
540396,20679,12,5.95,14031.0,United Kingdom
540397,22168,1,8.5,13187.0,United Kingdom
540397,85064,1,5.45,13187.0,United Kingdom
540397,85066,1,12.75,13187.0,United Kingdom
540397,82484,1,6.45,13187.0,United Kingdom
540397,22170,1,6.75,13187.0,United Kingdom
540397,22487,2,9.95,13187.0,United Kingdom
540397,22171,1,8.5,13187.0,United Kingdom
540397,22624,1,8.5,13187.0,United Kingdom
540397,82483,2,5.95,13187.0,United Kingdom
540397,82486,2,7.95,13187.0,United Kingdom
540397,22794,1,7.95,13187.0,United Kingdom
540402,20679,3,5.95,16567.0,United Kingdom
540402,15056P,3,5.95,16567.0,United Kingdom
540402,15056N,3,5.95,16567.0,United Kingdom
540402,15056BL,3,5.95,16567.0,United Kingdom
540402,82484,12,5.55,16567.0,United Kingdom
540402,82483,4,5.95,16567.0,United Kingdom
540402,82486,4,7.95,16567.0,United Kingdom
540401,22423,48,10.95,16013.0,United Kingdom
540404,22929,2,65.0,12947.0,United Kingdom
540407,20679,6,5.95,16839.0,United Kingdom
540409,22423,16,10.95,16019.0,United Kingdom
540409,22624,12,7.65,16019.0,United Kingdom
540410,84078A,4,34.95,12530.0,Germany
540410,22968,2,9.95,12530.0,Germany
540410,POST,3,18.0,12530.0,Germany
540411,37449,4,9.95,16551.0,United Kingdom
540412,21277,1,21.95,13842.0,United Kingdom
540412,21275,1,16.95,13842.0,United Kingdom
540412,22762,1,14.95,13842.0,United Kingdom
540412,22763,2,9.95,13842.0,United Kingdom
540412,22770,1,14.95,13842.0,United Kingdom
540412,22795,2,6.75,13842.0,United Kingdom
540412,85066,2,12.75,13842.0,United Kingdom
540413,22423,1,12.75,15194.0,United Kingdom
540414,22215,2,8.5,12481.0,Germany
540414,22894,2,8.5,12481.0,Germany
540414,POST,3,18.0,12481.0,Germany
540415,22423,3,12.75,16889.0,United Kingdom
540415,21843,2,10.95,16889.0,United Kingdom
540415,22624,1,8.5,16889.0,United Kingdom
540415,22625,1,8.5,16889.0,United Kingdom
540415,22626,1,8.5,16889.0,United Kingdom
540415,22786,3,5.95,16889.0,United Kingdom
540416,22777,2,8.5,16473.0,United Kingdom
540416,22487,1,9.95,16473.0,United Kingdom
540420,84816,2,39.95,12829.0,United Kingdom
540420,22797,3,16.95,12829.0,United Kingdom
540420,22795,2,6.75,12829.0,United Kingdom
540455,20750,4,7.95,12583.0,France
540455,21042,6,5.95,12583.0,France
540455,POST,3,18.0,12583.0,France
540456,21955,2,7.95,13534.0,United Kingdom
540456,48185,2,7.95,13534.0,United Kingdom
540456,21524,2,7.95,13534.0,United Kingdom
540457,22794,2,7.95,14217.0,United Kingdom
540457,22782,4,9.95,14217.0,United Kingdom
540457,22783,4,7.95,14217.0,United Kingdom
540458,85014B,3,5.95,12501.0,Germany
540458,20679,3,5.95,12501.0,Germany
540458,15056BL,3,5.95,12501.0,Germany
540458,15056N,3,5.95,12501.0,Germany
540458,21042,3,5.95,12501.0,Germany
540458,22634,2,9.95,12501.0,Germany
540458,22635,2,9.95,12501.0,Germany
540458,22636,2,8.5,12501.0,Germany
540458,20750,2,7.95,12501.0,Germany
540458,22509,1,16.95,12501.0,Germany
540458,22654,3,5.95,12501.0,Germany
540458,22968,2,9.95,12501.0,Germany
540458,21217,2,9.95,12501.0,Germany
540458,22502,4,5.95,12501.0,Germany
540458,POST,8,18.0,12501.0,Germany
540460,22752,2,8.5,15607.0,United Kingdom
540462,21042,3,5.95,16779.0,United Kingdom
540463,POST,2,18.0,12489.0,France
540463,22606,2,15.95,12489.0,France
540463,20750,2,7.95,12489.0,France
540463,21843,3,10.95,12489.0,France
540463,21054,3,8.95,12489.0,France
540464,22423,16,10.95,14298.0,United Kingdom
540464,21340,8,9.95,14298.0,United Kingdom
540464,22752,6,7.65,14298.0,United Kingdom
540464,37449,8,8.5,14298.0,United Kingdom
540469,POST,4,28.0,12484.0,Spain
540469,47590A,4,5.45,12484.0,Spain
540469,47590B,5,5.45,12484.0,Spain
540469,48138,1,7.95,12484.0,Spain
540469,48111,1,7.95,12484.0,Spain
540469,48129,1,7.95,12484.0,Spain
540469,21955,1,7.95,12484.0,Spain
540469,22423,3,12.75,12484.0,Spain
540469,22636,4,8.5,12484.0,Spain
540469,22236,3,12.75,12484.0,Spain
540471,48138,4,7.95,15601.0,United Kingdom
540471,48187,4,7.95,15601.0,United Kingdom
540471,48188,4,7.95,15601.0,United Kingdom
540471,84707A,2,9.95,15601.0,United Kingdom
540471,20685,2,7.95,15601.0,United Kingdom
540471,21523,4,7.95,15601.0,United Kingdom
540471,21524,2,7.95,15601.0,United Kingdom
540471,21754,3,5.95,15601.0,United Kingdom
540471,21755,12,5.95,15601.0,United Kingdom
540472,21361,2,12.75,18179.0,United Kingdom
540472,22627,2,8.5,18179.0,United Kingdom
540472,21621,6,8.5,18179.0,United Kingdom
540473,22626,1,8.5,17284.0,United Kingdom
540473,22625,1,8.5,17284.0,United Kingdom
540473,22427,2,5.95,17284.0,United Kingdom
540473,22926,4,5.95,17284.0,United Kingdom
540473,21042,3,5.95,17284.0,United Kingdom
540475,37449,8,8.5,15311.0,United Kingdom
540480,20750,2,7.95,12480.0,Germany
540480,85014B,3,5.95,12480.0,Germany
540480,22654,3,5.95,12480.0,Germany
540480,POST,4,18.0,12480.0,Germany
540481,47590A,3,5.45,16955.0,United Kingdom
540481,47590B,3,5.45,16955.0,United Kingdom
540482,21623,1,9.95,14672.0,United Kingdom
540482,22785,1,6.75,14672.0,United Kingdom
540482,21621,1,8.5,14672.0,United Kingdom
540482,21735,1,12.75,14672.0,United Kingdom
540482,21784,1,9.95,14672.0,United Kingdom
540482,22499,3,5.95,14672.0,United Kingdom
540482,21375,2,5.45,14672.0,United Kingdom
540482,21376,2,5.45,14672.0,United Kingdom
540489,22926,2,5.95,13593.0,United Kingdom
540489,82484,2,6.45,13593.0,United Kingdom
540489,22796,2,9.95,13593.0,United Kingdom
540489,21003,2,6.35,13593.0,United Kingdom
540489,22171,2,8.5,13593.0,United Kingdom
540489,21340,2,12.75,13593.0,United Kingdom
540489,21756,3,5.95,13593.0,United Kingdom
540489,21754,2,5.95,13593.0,United Kingdom
540489,21755,3,5.95,13593.0,United Kingdom
540489,22415,1,7.95,13593.0,United Kingdom
540489,48138,2,7.95,13593.0,United Kingdom
540489,48185,1,7.95,13593.0,United Kingdom
540489,48188,1,7.95,13593.0,United Kingdom
540489,48194,1,7.95,13593.0,United Kingdom
540489,48187,1,7.95,13593.0,United Kingdom
540493,22283,4,7.95,14867.0,United Kingdom
540493,82483,4,5.95,14867.0,United Kingdom
540493,82486,2,7.95,14867.0,United Kingdom
540493,85066,2,12.75,14867.0,United Kingdom
540493,21922,2,7.95,14867.0,United Kingdom
540493,72760B,2,9.95,14867.0,United Kingdom
540496,22194,1,8.5,15485.0,United Kingdom
540496,22193,4,8.5,15485.0,United Kingdom
540496,22191,4,8.5,15485.0,United Kingdom
540496,22192,6,8.5,15485.0,United Kingdom
540498,84813,6,12.75,17243.0,United Kingdom
540498,22795,3,6.75,17243.0,United Kingdom
540498,22423,5,12.75,17243.0,United Kingdom
540499,22796,4,9.95,16923.0,United Kingdom
540499,22423,3,12.75,16923.0,United Kingdom
540499,22627,2,8.5,16923.0,United Kingdom
540499,22624,1,8.5,16923.0,United Kingdom
540499,22625,1,8.5,16923.0,United Kingdom
540499,21259,4,5.95,16923.0,United Kingdom
540499,21755,2,5.95,16923.0,United Kingdom
540499,85066,2,12.75,16923.0,United Kingdom
540499,21754,2,5.95,16923.0,United Kingdom
540499,22624,1,8.5,16923.0,United Kingdom
540499,22626,2,8.5,16923.0,United Kingdom
540499,22625,1,8.5,16923.0,United Kingdom
540499,21257,2,7.95,16923.0,United Kingdom
540500,21843,3,10.95,15465.0,United Kingdom
540500,22423,16,10.95,15465.0,United Kingdom
540500,21523,10,6.75,15465.0,United Kingdom
540501,22782,4,9.95,13162.0,United Kingdom
540504,22427,2,5.95,13668.0,United Kingdom
540504,21754,2,5.95,13668.0,United Kingdom
540504,21755,2,5.95,13668.0,United Kingdom
540504,15056P,4,5.95,13668.0,United Kingdom
540504,20679,4,5.95,13668.0,United Kingdom
540505,22822,2,5.95,17095.0,United Kingdom
540505,22890,2,9.95,17095.0,United Kingdom
540505,21217,2,9.95,17095.0,United Kingdom
540506,22926,4,5.95,17796.0,United Kingdom
540506,22624,1,8.5,17796.0,United Kingdom
540506,22626,1,8.5,17796.0,United Kingdom
540506,22625,2,8.5,17796.0,United Kingdom
540506,22427,4,5.95,17796.0,United Kingdom
540509,22424,1,12.75,14800.0,United Kingdom
540509,22752,3,8.5,14800.0,United Kingdom
540509,22468,1,6.75,14800.0,United Kingdom
540510,22423,5,12.75,15611.0,United Kingdom
540511,21361,1,12.75,14472.0,United Kingdom
540511,22120,1,9.95,14472.0,United Kingdom
540511,22120,1,9.95,14472.0,United Kingdom
540511,21755,1,5.95,14472.0,United Kingdom
540511,21755,1,5.95,14472.0,United Kingdom
540511,21755,3,5.95,14472.0,United Kingdom
540511,82484,2,6.45,14472.0,United Kingdom
540511,85066,2,12.75,14472.0,United Kingdom
540511,22487,1,9.95,14472.0,United Kingdom
540511,22782,2,24.95,14472.0,United Kingdom
540512,22829,1,9.95,17114.0,United Kingdom
540512,21754,1,5.95,17114.0,United Kingdom
540512,22170,1,6.75,17114.0,United Kingdom
540512,21524,1,7.95,17114.0,United Kingdom
540512,22365,1,7.95,17114.0,United Kingdom
540512,82483,1,5.95,17114.0,United Kingdom
540514,22283,1,7.95,15708.0,United Kingdom
540514,22822,1,5.95,15708.0,United Kingdom
540514,82486,2,7.95,15708.0,United Kingdom
540514,22192,1,8.5,15708.0,United Kingdom
540514,21755,1,5.95,15708.0,United Kingdom
540514,21754,1,5.95,15708.0,United Kingdom
540514,22624,1,8.5,15708.0,United Kingdom
540514,22626,1,8.5,15708.0,United Kingdom
540514,22625,1,8.5,15708.0,United Kingdom
540514,22625,1,8.5,15708.0,United Kingdom
540514,22624,1,8.5,15708.0,United Kingdom
540514,22626,1,8.5,15708.0,United Kingdom
540514,82483,2,5.95,15708.0,United Kingdom
540515,22193,1,8.5,15059.0,United Kingdom
540515,22848,1,16.95,15059.0,United Kingdom
540515,84843,1,5.95,15059.0,United Kingdom
540516,90123B,2,5.95,16326.0,United Kingdom
540516,90123C,2,5.95,16326.0,United Kingdom
540516,90184B,1,8.95,16326.0,United Kingdom
540516,90184C,1,8.95,16326.0,United Kingdom
540516,90155,2,7.5,16326.0,United Kingdom
540516,22824,1,35.95,16326.0,United Kingdom
540516,21781,1,14.95,16326.0,United Kingdom
540516,21794,1,6.75,16326.0,United Kingdom
540517,22626,1,8.5,17128.0,United Kingdom
540517,22627,1,8.5,17128.0,United Kingdom
540517,22624,1,8.5,17128.0,United Kingdom
540517,21463,4,5.95,17128.0,United Kingdom
540519,POST,2,28.0,12793.0,Portugal
540520,37501,1,6.95,17555.0,United Kingdom
540520,22636,1,8.5,17555.0,United Kingdom
540521,15056BL,3,5.95,12651.0,France
540522,22781,2,7.65,13102.0,United Kingdom
540523,22624,1,8.5,13069.0,United Kingdom
540523,22625,1,8.5,13069.0,United Kingdom
540523,22121,12,5.45,13069.0,United Kingdom
540524,85066,2,12.75,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540524,21756,1,5.95,16735.0,United Kingdom
540525,22627,2,8.5,16833.0,United Kingdom
540525,22625,2,8.5,16833.0,United Kingdom
540526,22624,1,8.5,14606.0,United Kingdom
540526,21340,1,12.75,14606.0,United Kingdom
540526,20750,1,7.95,14606.0,United Kingdom
540526,21627,1,14.95,14606.0,United Kingdom
540526,21042,1,5.95,14606.0,United Kingdom
540528,22968,1,9.95,17800.0,United Kingdom
540528,21621,3,8.5,17800.0,United Kingdom
540530,21621,4,8.5,14755.0,United Kingdom
540530,20750,2,7.95,14755.0,United Kingdom
540530,22767,2,9.95,14755.0,United Kingdom
540531,21754,1,5.95,16549.0,United Kingdom
540531,22776,1,9.95,16549.0,United Kingdom
540531,20750,1,7.95,16549.0,United Kingdom
540532,22849,2,16.95,14702.0,United Kingdom
540532,22847,1,16.95,14702.0,United Kingdom
540532,22840,2,7.95,14702.0,United Kingdom
540532,22841,2,7.95,14702.0,United Kingdom
540532,22845,1,6.35,14702.0,United Kingdom
540532,22844,1,8.5,14702.0,United Kingdom
540532,22795,2,6.75,14702.0,United Kingdom
540532,22625,2,8.5,14702.0,United Kingdom
540532,22624,2,8.5,14702.0,United Kingdom
540532,22428,1,6.95,14702.0,United Kingdom
540533,82486,1,7.95,15005.0,United Kingdom
540536,22654,1,5.95,17757.0,United Kingdom
540536,22842,1,6.75,17757.0,United Kingdom
540536,22843,1,6.75,17757.0,United Kingdom
540536,22845,2,6.35,17757.0,United Kingdom
540536,21217,2,9.95,17757.0,United Kingdom
540538,22179,2,6.75,17841.0,United Kingdom
540538,82484,1,6.45,17841.0,United Kingdom
540538,82483,3,5.95,17841.0,United Kingdom
540538,22795,1,6.75,17841.0,United Kingdom
540538,21784,1,9.95,17841.0,United Kingdom
540539,22423,3,12.75,18260.0,United Kingdom
540540,22443,3,7.95,17218.0,United Kingdom
540540,22442,2,7.95,17218.0,United Kingdom
540540,22752,3,8.5,17218.0,United Kingdom
540540,22625,1,8.5,17218.0,United Kingdom
540540,22624,1,8.5,17218.0,United Kingdom
540541,22768,2,9.95,15799.0,United Kingdom
540541,84600,2,7.95,15799.0,United Kingdom
540541,84617,1,12.75,15799.0,United Kingdom
540541,22822,2,5.95,15799.0,United Kingdom
540541,21332,1,12.75,15799.0,United Kingdom
540541,22169,2,8.5,15799.0,United Kingdom
540541,22170,4,6.75,15799.0,United Kingdom
540541,22415,1,7.95,15799.0,United Kingdom
540542,22168,2,8.5,15107.0,United Kingdom
540543,82486,2,7.95,14395.0,United Kingdom
540543,22061,2,9.95,14395.0,United Kingdom
540543,82483,2,5.95,14395.0,United Kingdom
540543,22788,4,9.95,14395.0,United Kingdom
540545,22180,4,9.95,13451.0,United Kingdom
540545,22795,2,6.75,13451.0,United Kingdom
540545,22193,1,8.5,13451.0,United Kingdom
540545,22180,4,9.95,13451.0,United Kingdom
540546,21217,1,9.95,12766.0,Portugal
540546,22366,2,7.95,12766.0,Portugal
540546,48184,2,7.95,12766.0,Portugal
540546,21524,2,7.95,12766.0,Portugal
540546,POST,3,28.0,12766.0,Portugal
540547,C2,1,50.0,14911.0,EIRE
540548,22846,1,16.95,14794.0,United Kingdom
540548,22847,2,16.95,14794.0,United Kingdom
540548,22849,1,16.95,14794.0,United Kingdom
540548,21527,2,7.95,14794.0,United Kingdom
540550,22690,2,7.95,12539.0,Spain
540550,22845,2,6.35,12539.0,Spain
540550,22844,2,8.5,12539.0,Spain
540550,21625,3,6.95,12539.0,Spain
540550,21042,3,5.95,12539.0,Spain
540550,85132B,1,9.95,12539.0,Spain
540550,22838,1,14.95,12539.0,Spain
540550,22849,1,16.95,12539.0,Spain
540550,22847,1,16.95,12539.0,Spain
540550,85144,2,7.25,12539.0,Spain
540550,21657,3,6.95,12539.0,Spain
540550,22785,2,6.75,12539.0,Spain
540550,84638,2,6.95,12539.0,Spain
540550,84637,3,5.95,12539.0,Spain
540550,84631,2,7.95,12539.0,Spain
540550,22968,2,9.95,12539.0,Spain
540550,22509,1,16.95,12539.0,Spain
540550,22443,2,7.95,12539.0,Spain
540550,21843,1,10.95,12539.0,Spain
540550,22184,2,8.5,12539.0,Spain
540550,22890,2,9.95,12539.0,Spain
540550,22423,14,12.75,12539.0,Spain
540552,21361,1,12.75,16350.0,United Kingdom
540552,82486,4,7.95,16350.0,United Kingdom
540552,21755,3,5.95,16350.0,United Kingdom
540552,22487,1,9.95,16350.0,United Kingdom
540553,22366,2,7.95,12500.0,Germany
540553,POST,1,18.0,12500.0,Germany
540554,21755,3,5.95,18171.0,United Kingdom
540554,21754,3,5.95,18171.0,United Kingdom
540554,85014B,3,5.95,18171.0,United Kingdom
540554,48194,2,7.95,18171.0,United Kingdom
540554,22690,2,7.95,18171.0,United Kingdom
540554,21955,2,7.95,18171.0,United Kingdom
540561,47567B,3,5.95,13004.0,United Kingdom
540563,21258,16,10.95,15100.0,United Kingdom
540562,22504,3,12.75,12524.0,Germany
540562,POST,3,18.0,12524.0,Germany
540566,M,1,6.7,17811.0,United Kingdom
540566,22846,1,16.95,17811.0,United Kingdom
540566,22926,1,5.95,17811.0,United Kingdom
540566,21042,1,5.95,17811.0,United Kingdom
540566,47570B,1,10.65,17811.0,United Kingdom
540566,22487,1,9.95,17811.0,United Kingdom
540567,20782,2,5.49,16850.0,United Kingdom
540567,22654,3,5.95,16850.0,United Kingdom
540568,22423,16,10.95,15039.0,United Kingdom
540568,22171,2,8.5,15039.0,United Kingdom
540568,22624,1,8.5,15039.0,United Kingdom
540568,20679,1,5.95,15039.0,United Kingdom
540568,22690,1,7.95,15039.0,United Kingdom
540568,22414,1,7.95,15039.0,United Kingdom
540568,21755,1,5.95,15039.0,United Kingdom
540595,20749,2,7.95,14321.0,United Kingdom
540630,48185,1,7.95,17849.0,United Kingdom
540630,48194,1,7.95,17849.0,United Kingdom
540630,37500,2,9.95,17849.0,United Kingdom
540630,21754,6,5.95,17849.0,United Kingdom
540630,20748,5,12.75,17849.0,United Kingdom
540630,21686,2,39.95,17849.0,United Kingdom
540635,22423,16,10.95,14229.0,United Kingdom
540635,48184,2,7.95,14229.0,United Kingdom
540635,22427,3,5.95,14229.0,United Kingdom
540639,22692,10,6.75,13107.0,United Kingdom
540640,22424,1,12.75,14527.0,United Kingdom
540640,82484,1,6.45,14527.0,United Kingdom
540640,22839,1,14.95,14527.0,United Kingdom
540640,22840,1,7.95,14527.0,United Kingdom
540640,22845,1,6.35,14527.0,United Kingdom
540640,22625,1,8.5,14527.0,United Kingdom
540640,21629,1,7.95,14527.0,United Kingdom
540640,22283,1,7.95,14527.0,United Kingdom
540640,22762,1,14.95,14527.0,United Kingdom
540640,22499,1,5.95,14527.0,United Kingdom
540641,48129,2,7.95,16497.0,United Kingdom
540641,21524,2,7.95,16497.0,United Kingdom
540641,22841,2,7.95,16497.0,United Kingdom
540641,22794,2,7.95,16497.0,United Kingdom
540641,82486,2,7.95,16497.0,United Kingdom
540641,82483,4,5.95,16497.0,United Kingdom
540642,22423,1,12.75,12681.0,France
540642,20750,2,7.95,12681.0,France
540642,22781,6,7.65,12681.0,France
540642,POST,7,18.0,12681.0,France
540644,22926,4,5.95,16303.0,United Kingdom
540644,22927,4,5.95,16303.0,United Kingdom
540645,21754,18,5.45,14060.0,United Kingdom
540647,22840,1,7.95,17406.0,United Kingdom
540647,22180,1,9.95,17406.0,United Kingdom
540647,82483,2,5.95,17406.0,United Kingdom
540647,82484,2,6.45,17406.0,United Kingdom
540647,22624,1,8.5,17406.0,United Kingdom
540647,21042,1,5.95,17406.0,United Kingdom
540647,21755,3,5.95,17406.0,United Kingdom
540647,22846,1,16.95,17406.0,United Kingdom
540647,22848,2,16.95,17406.0,United Kingdom
540647,22847,1,16.95,17406.0,United Kingdom
540647,22776,4,9.95,17406.0,United Kingdom
540647,22890,2,9.95,17406.0,United Kingdom
540647,22795,2,6.75,17406.0,United Kingdom
540647,37449,1,9.95,17406.0,United Kingdom
540647,22624,1,8.5,17406.0,United Kingdom
540647,22655,1,295.0,17406.0,United Kingdom
540648,48187,20,6.75,15061.0,United Kingdom
540648,48184,10,6.75,15061.0,United Kingdom
540653,22655,2,125.0,17406.0,United Kingdom
540662,15056N,12,5.95,13767.0,United Kingdom
540662,85014B,12,5.95,13767.0,United Kingdom
540662,85014A,12,5.95,13767.0,United Kingdom
540662,22423,4,12.75,13767.0,United Kingdom
540664,22654,2,5.95,15044.0,United Kingdom
540664,22423,2,12.75,15044.0,United Kingdom
540664,21754,6,5.95,15044.0,United Kingdom
540664,21756,4,5.95,15044.0,United Kingdom
540671,48116,10,6.75,17739.0,United Kingdom
540672,22795,2,6.75,15281.0,United Kingdom
540672,84968A,1,12.75,15281.0,United Kingdom
540672,84968F,1,12.75,15281.0,United Kingdom
540672,84968D,1,12.75,15281.0,United Kingdom
540672,22692,2,7.95,15281.0,United Kingdom
540672,84631,2,7.95,15281.0,United Kingdom
540672,22625,2,8.5,15281.0,United Kingdom
540672,22622,2,9.95,15281.0,United Kingdom
540672,21524,2,7.95,15281.0,United Kingdom
540672,48188,2,7.95,15281.0,United Kingdom
540672,48111,2,7.95,15281.0,United Kingdom
540680,82484,1,6.45,15311.0,United Kingdom
540687,48184,2,7.95,15867.0,United Kingdom
540687,48173C,2,7.95,15867.0,United Kingdom
540687,21523,2,7.95,15867.0,United Kingdom
540687,22783,1,19.95,15867.0,United Kingdom
540687,85014A,2,5.95,15867.0,United Kingdom
540687,85014B,2,5.95,15867.0,United Kingdom
540687,21742,2,5.95,15867.0,United Kingdom
540688,POST,5,18.0,12736.0,France
540690,22782,4,9.95,13473.0,United Kingdom
540690,85014A,3,5.95,13473.0,United Kingdom
540690,85014B,3,5.95,13473.0,United Kingdom
540691,21756,15,6.6,17450.0,United Kingdom
540691,21755,9,6.6,17450.0,United Kingdom
540691,22120,4,10.13,17450.0,United Kingdom
540692,85014A,3,5.95,14320.0,United Kingdom
540692,72760B,2,9.95,14320.0,United Kingdom
540698,22845,16,6.91,17450.0,United Kingdom
540698,22844,16,9.16,17450.0,United Kingdom
540698,21755,20,6.6,17450.0,United Kingdom
540698,22120,20,10.13,17450.0,United Kingdom
540698,21621,186,8.87,17450.0,United Kingdom
540698,21906,114,7.13,17450.0,United Kingdom
540702,48138,2,7.95,13491.0,United Kingdom
540702,20685,2,7.95,13491.0,United Kingdom
540702,35004C,3,5.45,13491.0,United Kingdom
540704,82486,2,7.95,17742.0,United Kingdom
540704,21781,1,14.95,17742.0,United Kingdom
540704,21277,1,21.95,17742.0,United Kingdom
540704,22761,1,24.95,17742.0,United Kingdom
540704,85066,2,12.75,17742.0,United Kingdom
540704,21259,2,5.95,17742.0,United Kingdom
540704,21258,2,12.75,17742.0,United Kingdom
540704,82483,4,5.95,17742.0,United Kingdom
540753,22171,2,8.5,14217.0,United Kingdom
540753,22180,2,9.95,14217.0,United Kingdom
540769,POST,1,18.0,12601.0,Germany
540770,48185,4,7.95,13468.0,United Kingdom
540770,21627,1,14.95,13468.0,United Kingdom
540770,21524,2,7.95,13468.0,United Kingdom
540777,22423,5,12.75,13144.0,United Kingdom
540779,21755,3,5.95,15346.0,United Kingdom
540782,22848,4,14.95,15370.0,United Kingdom
540789,POST,2,18.0,12643.0,France
540795,22191,2,8.5,13078.0,United Kingdom
540795,22193,2,8.5,13078.0,United Kingdom
540795,21754,3,5.95,13078.0,United Kingdom
540795,22625,2,8.5,13078.0,United Kingdom
540795,22624,2,8.5,13078.0,United Kingdom
540795,21755,3,5.95,13078.0,United Kingdom
540797,22168,1,8.5,15107.0,United Kingdom
540798,22622,4,9.95,17365.0,United Kingdom
540801,21843,8,10.95,12540.0,Spain
540801,22423,16,10.95,12540.0,Spain
540801,22622,4,9.95,12540.0,Spain
540801,21340,8,9.95,12540.0,Spain
540801,POST,6,28.0,12540.0,Spain
540802,22423,16,10.95,15189.0,United Kingdom
540803,22191,2,8.5,14669.0,United Kingdom
540803,22840,1,7.95,14669.0,United Kingdom
540803,22841,1,7.95,14669.0,United Kingdom
540803,22194,2,8.5,14669.0,United Kingdom
540803,22846,2,16.95,14669.0,United Kingdom
540803,21110,1,6.75,14669.0,United Kingdom
540803,21109,1,6.75,14669.0,United Kingdom
540803,82484,2,6.45,14669.0,United Kingdom
540803,22796,2,9.95,14669.0,United Kingdom
540809,22487,1,9.95,18095.0,United Kingdom
540813,21115,2,6.75,14669.0,United Kingdom
540813,85014B,2,5.95,14669.0,United Kingdom
540813,82483,2,5.95,14669.0,United Kingdom
540817,22783,2,19.95,14209.0,United Kingdom
540817,22822,2,5.95,14209.0,United Kingdom
540817,21340,1,12.75,14209.0,United Kingdom
540817,82484,3,6.45,14209.0,United Kingdom
540817,22794,2,7.95,14209.0,United Kingdom
540817,21755,3,5.95,14209.0,United Kingdom
540817,21754,3,5.95,14209.0,United Kingdom
540818,48185,670,6.75,15749.0,United Kingdom
540819,22660,3,7.95,15518.0,United Kingdom
540822,85048,1,7.95,16042.0,United Kingdom
540824,22423,1,12.75,12728.0,France
540824,22443,2,7.95,12728.0,France
540824,POST,2,18.0,12728.0,France
540825,79323P,4,6.75,13672.0,United Kingdom
540826,21955,4,7.95,13102.0,United Kingdom
540826,22191,2,8.5,13102.0,United Kingdom
540826,22193,2,8.5,13102.0,United Kingdom
540827,21755,2,5.95,17569.0,United Kingdom
540827,22634,3,9.95,17569.0,United Kingdom
540827,22635,3,9.95,17569.0,United Kingdom
540827,22215,1,8.5,17569.0,United Kingdom
540827,22061,2,9.95,17569.0,United Kingdom
540827,35265,4,6.95,17569.0,United Kingdom
540834,22782,8,9.95,14733.0,United Kingdom
540834,82484,12,5.55,14733.0,United Kingdom
540834,22169,8,7.65,14733.0,United Kingdom
540834,22498,3,5.95,14733.0,United Kingdom
540834,22499,4,5.95,14733.0,United Kingdom
540834,21376,2,5.45,14733.0,United Kingdom
540834,21527,3,7.95,14733.0,United Kingdom
540834,22625,2,8.5,14733.0,United Kingdom
